data_class,method,mae,max-fm,mean-fm,max-Emeasure,mean-Emeasure,S-measure,AP,AUC
CoCA_hat,CoU2Net,0.1037,0.5081,0.4855,0.7149,0.6781,0.6804,0.4371,0.8971
CoCA_hat,CoLDF,0.1150,0.4902,0.4732,0.7311,0.7122,0.6547,0.4157,0.8504
CoCA_hat,COEGNET,0.0919,0.5538,0.5225,0.7855,0.7614,0.6597,0.3903,0.7658
CoCA_hat,GICD,0.0717,0.6320,0.6123,0.7947,0.7733,0.7541,0.5839,0.9241
CoCA_hat,GCoNet,0.0837,0.6047,0.5831,0.8001,0.7742,0.7176,0.5306,0.8906
CoCA_hat,LDF,0.1498,0.4914,0.4479,0.7153,0.6455,0.6340,0.4311,0.8454
CoCA_hat,U2Net,0.1304,0.5311,0.4935,0.7201,0.6700,0.6795,0.4771,0.9155
CoCA_soap_bubble,CoU2Net,0.0882,0.4480,0.4344,0.6798,0.6639,0.6435,0.2951,0.7404
CoCA_soap_bubble,CoLDF,0.1109,0.4334,0.4051,0.6439,0.6355,0.5994,0.3302,0.7117
CoCA_soap_bubble,COEGNET,0.0974,0.5623,0.4350,0.7026,0.6020,0.5996,0.3653,0.7091
CoCA_soap_bubble,GICD,0.0633,0.6461,0.6383,0.8666,0.8546,0.7504,0.5099,0.8367
CoCA_soap_bubble,GCoNet,0.0733,0.5784,0.5748,0.8244,0.8061,0.7064,0.4623,0.8374
CoCA_soap_bubble,LDF,0.1567,0.4203,0.4137,0.6346,0.6069,0.6094,0.3361,0.7761
CoCA_soap_bubble,U2Net,0.1412,0.3992,0.3858,0.6813,0.6525,0.6185,0.2975,0.7757
CoCA_pumpkin,CoU2Net,0.1215,0.6636,0.6292,0.8167,0.7890,0.7012,0.5952,0.8832
CoCA_pumpkin,CoLDF,0.1209,0.6899,0.6372,0.8389,0.7964,0.7081,0.6048,0.8506
CoCA_pumpkin,COEGNET,0.0572,0.8227,0.7758,0.8722,0.8072,0.7526,0.6885,0.8372
CoCA_pumpkin,GICD,0.1088,0.6945,0.6809,0.8091,0.7906,0.7662,0.6496,0.8780
CoCA_pumpkin,GCoNet,0.0524,0.8326,0.8124,0.9131,0.8979,0.8336,0.7842,0.9381
CoCA_pumpkin,LDF,0.1742,0.6129,0.5549,0.7515,0.6681,0.6593,0.5691,0.8583
CoCA_pumpkin,U2Net,0.2108,0.5833,0.5160,0.7124,0.6232,0.6206,0.5830,0.9146
CoCA_fishing_rod,CoU2Net,0.0589,0.4343,0.4070,0.7476,0.7247,0.6353,0.3303,0.8168
CoCA_fishing_rod,CoLDF,0.0410,0.5051,0.4904,0.8352,0.8288,0.6883,0.3999,0.8534
CoCA_fishing_rod,COEGNET,0.0912,0.3535,0.2663,0.5891,0.5080,0.5259,0.2660,0.7018
CoCA_fishing_rod,GICD,0.0701,0.4768,0.4715,0.7638,0.7602,0.6528,0.3338,0.7659
CoCA_fishing_rod,GCoNet,0.0557,0.4576,0.4524,0.7638,0.7597,0.6492,0.3037,0.7550
CoCA_fishing_rod,LDF,0.0966,0.4069,0.3974,0.6804,0.6659,0.6517,0.3430,0.8504
CoCA_fishing_rod,U2Net,0.1173,0.3664,0.3346,0.5997,0.5876,0.6003,0.3085,0.8110
CoCA_belt,CoU2Net,0.1585,0.2759,0.2229,0.5719,0.5531,0.5086,0.2142,0.6993
CoCA_belt,CoLDF,0.1709,0.3141,0.2864,0.5517,0.5299,0.5354,0.3091,0.7444
CoCA_belt,COEGNET,0.1556,0.2597,0.2021,0.6020,0.5493,0.4960,0.1913,0.6994
CoCA_belt,GICD,0.1874,0.2948,0.2902,0.6148,0.5947,0.5128,0.2045,0.6687
CoCA_belt,GCoNet,0.2073,0.2674,0.2590,0.5645,0.5414,0.5029,0.1813,0.6304
CoCA_belt,LDF,0.3105,0.1902,0.1877,0.4808,0.4277,0.4336,0.1838,0.7043
CoCA_belt,U2Net,0.2495,0.1908,0.1807,0.5284,0.4829,0.4496,0.1772,0.7231
CoCA_moon,CoU2Net,0.1340,0.0605,0.0544,0.5878,0.3596,0.4597,0.0158,0.4944
CoCA_moon,CoLDF,0.0998,0.0670,0.0611,0.4530,0.4174,0.4760,0.0164,0.5073
CoCA_moon,COEGNET,0.0447,0.1847,0.1234,0.5682,0.5003,0.5270,0.0537,0.5896
CoCA_moon,GICD,0.0949,0.1660,0.1517,0.4626,0.4455,0.5528,0.0800,0.6821
CoCA_moon,GCoNet,0.0295,0.3550,0.3220,0.7097,0.6278,0.6297,0.2216,0.7677
CoCA_moon,LDF,0.1264,0.2514,0.2144,0.4911,0.4662,0.5626,0.1537,0.7370
CoCA_moon,U2Net,0.2052,0.0382,0.0293,0.3417,0.3030,0.4412,0.0173,0.6159
CoCA_harp,CoU2Net,0.1342,0.5333,0.4740,0.7585,0.7232,0.5975,0.3958,0.7389
CoCA_harp,CoLDF,0.1206,0.5680,0.5464,0.8284,0.7982,0.6341,0.4182,0.7396
CoCA_harp,COEGNET,0.1532,0.5002,0.4296,0.7132,0.6634,0.5686,0.4036,0.7272
CoCA_harp,GICD,0.1526,0.5406,0.5369,0.7187,0.7130,0.6063,0.4213,0.7130
CoCA_harp,GCoNet,0.1314,0.5731,0.5683,0.7158,0.7119,0.6302,0.4544,0.7338
CoCA_harp,LDF,0.1915,0.4391,0.4239,0.7878,0.7338,0.5733,0.3307,0.7216
CoCA_harp,U2Net,0.2088,0.4174,0.3701,0.7085,0.6971,0.5389,0.3159,0.7293
CoCA_Yellow_duck,CoU2Net,0.1046,0.5189,0.4910,0.7522,0.7015,0.6894,0.4649,0.9138
CoCA_Yellow_duck,CoLDF,0.0937,0.5344,0.5207,0.7689,0.7190,0.7123,0.5054,0.9241
CoCA_Yellow_duck,COEGNET,0.0384,0.6965,0.6905,0.8311,0.8176,0.7514,0.6183,0.8723
CoCA_Yellow_duck,GICD,0.1854,0.3177,0.3085,0.6237,0.6060,0.5383,0.2144,0.6686
CoCA_Yellow_duck,GCoNet,0.0675,0.5863,0.5560,0.7525,0.7426,0.7147,0.5370,0.9033
CoCA_Yellow_duck,LDF,0.2289,0.3982,0.3810,0.6129,0.5587,0.5721,0.3753,0.8147
CoCA_Yellow_duck,U2Net,0.3043,0.3565,0.3388,0.5466,0.5110,0.5243,0.3288,0.8232
CoCA_alarm_clock,CoU2Net,0.0561,0.7937,0.7653,0.8981,0.8551,0.7816,0.6375,0.8404
CoCA_alarm_clock,CoLDF,0.0523,0.8053,0.8011,0.9017,0.8626,0.8057,0.6576,0.8386
CoCA_alarm_clock,COEGNET,0.0679,0.8262,0.6511,0.8431,0.7064,0.6909,0.6358,0.8043
CoCA_alarm_clock,GICD,0.0748,0.7220,0.7032,0.8742,0.8551,0.7833,0.6629,0.9063
CoCA_alarm_clock,GCoNet,0.0454,0.8105,0.7778,0.9335,0.9103,0.8338,0.7672,0.9453
CoCA_alarm_clock,LDF,0.1747,0.5518,0.5187,0.7303,0.6602,0.6604,0.5148,0.8387
CoCA_alarm_clock,U2Net,0.1866,0.5604,0.5041,0.7273,0.6661,0.6435,0.5357,0.8843
CoCA_watering_can,CoU2Net,0.1057,0.4847,0.4709,0.7654,0.6870,0.6636,0.4279,0.8713
CoCA_watering_can,CoLDF,0.0893,0.5176,0.5126,0.7639,0.7086,0.6868,0.5045,0.8890
CoCA_watering_can,COEGNET,0.0954,0.4144,0.3852,0.7366,0.7095,0.6074,0.2915,0.7502
CoCA_watering_can,GICD,0.1049,0.4712,0.4614,0.7053,0.6906,0.6429,0.3856,0.8204
CoCA_watering_can,GCoNet,0.0977,0.4847,0.4663,0.6998,0.6694,0.6555,0.4251,0.8571
CoCA_watering_can,LDF,0.1304,0.4643,0.4466,0.6986,0.6478,0.6519,0.4652,0.8979
CoCA_watering_can,U2Net,0.1547,0.4004,0.3874,0.6676,0.5933,0.6229,0.3466,0.8688
CoCA_tomato,CoU2Net,0.1684,0.4339,0.3875,0.7183,0.6566,0.5943,0.3534,0.8064
CoCA_tomato,CoLDF,0.1722,0.4019,0.3679,0.7143,0.6304,0.5854,0.3119,0.7852
CoCA_tomato,COEGNET,0.0647,0.6202,0.5468,0.8171,0.7327,0.6503,0.4501,0.7538
CoCA_tomato,GICD,0.1725,0.3424,0.3367,0.6441,0.6297,0.5789,0.2531,0.7313
CoCA_tomato,GCoNet,0.0941,0.5983,0.5778,0.8079,0.7836,0.7081,0.5229,0.8689
CoCA_tomato,LDF,0.2456,0.3806,0.3419,0.6119,0.5129,0.5471,0.3395,0.8190
CoCA_tomato,U2Net,0.2383,0.4516,0.3611,0.6406,0.5321,0.5674,0.4348,0.8851
CoCA_minions,CoU2Net,0.1085,0.7335,0.7089,0.8287,0.8141,0.7523,0.6926,0.8985
CoCA_minions,CoLDF,0.1061,0.7182,0.6938,0.8225,0.8062,0.7501,0.6762,0.8811
CoCA_minions,COEGNET,0.1393,0.7121,0.6668,0.7966,0.7470,0.6651,0.5743,0.7662
CoCA_minions,GICD,0.1320,0.6614,0.6499,0.7875,0.7745,0.7221,0.5992,0.8406
CoCA_minions,GCoNet,0.1162,0.7198,0.6988,0.8520,0.8358,0.7368,0.6374,0.8478
CoCA_minions,LDF,0.1682,0.6074,0.5931,0.7394,0.7064,0.6957,0.5711,0.8438
CoCA_minions,U2Net,0.1755,0.6394,0.6168,0.7453,0.7183,0.7008,0.6245,0.8959
CoCA_calculator,CoU2Net,0.0873,0.7436,0.7023,0.8031,0.7601,0.7386,0.6381,0.8518
CoCA_calculator,CoLDF,0.0806,0.7489,0.7434,0.8040,0.7973,0.7524,0.6534,0.8457
CoCA_calculator,COEGNET,0.0942,0.6629,0.6280,0.8399,0.7904,0.6925,0.4707,0.7556
CoCA_calculator,GICD,0.1187,0.6606,0.6513,0.8188,0.8138,0.6809,0.5627,0.8291
CoCA_calculator,GCoNet,0.1842,0.6141,0.5846,0.7361,0.7054,0.6648,0.5696,0.8141
CoCA_calculator,LDF,0.1526,0.6696,0.6427,0.7916,0.7607,0.7124,0.6433,0.8629
CoCA_calculator,U2Net,0.1556,0.6091,0.5803,0.7859,0.7642,0.6993,0.5648,0.8996
CoCA_ice_cream,CoU2Net,0.1516,0.4485,0.4337,0.7175,0.6587,0.6500,0.3886,0.8706
CoCA_ice_cream,CoLDF,0.1576,0.4684,0.4166,0.6984,0.6404,0.6362,0.4023,0.8213
CoCA_ice_cream,COEGNET,0.1014,0.6012,0.5682,0.7266,0.7099,0.6937,0.5567,0.8274
CoCA_ice_cream,GICD,0.0785,0.5618,0.5563,0.7076,0.7046,0.6930,0.5222,0.8658
CoCA_ice_cream,GCoNet,0.0420,0.6818,0.6422,0.8202,0.8027,0.7865,0.5802,0.8888
CoCA_ice_cream,LDF,0.1916,0.4863,0.4009,0.6663,0.5826,0.6233,0.4544,0.8533
CoCA_ice_cream,U2Net,0.1840,0.4689,0.4060,0.6658,0.5909,0.6458,0.4382,0.9114
CoCA_rolling_pin,CoU2Net,0.1606,0.3148,0.3030,0.6693,0.6370,0.5408,0.2224,0.7170
CoCA_rolling_pin,CoLDF,0.1399,0.3414,0.3281,0.6989,0.6922,0.5437,0.2419,0.6871
CoCA_rolling_pin,COEGNET,0.1156,0.4030,0.3112,0.7503,0.6582,0.5306,0.2546,0.6945
CoCA_rolling_pin,GICD,0.1914,0.3569,0.3497,0.6659,0.6484,0.5238,0.2523,0.6875
CoCA_rolling_pin,GCoNet,0.1763,0.3328,0.3313,0.6823,0.6537,0.5298,0.2358,0.7044
CoCA_rolling_pin,LDF,0.1720,0.3466,0.3215,0.7098,0.6579,0.5458,0.2601,0.7530
CoCA_rolling_pin,U2Net,0.2466,0.3042,0.2923,0.6340,0.5403,0.5192,0.2400,0.7726
CoCA_avocado,CoU2Net,0.1259,0.5567,0.5392,0.7402,0.7023,0.6841,0.4889,0.8661
CoCA_avocado,CoLDF,0.1317,0.5398,0.5288,0.7521,0.7028,0.6793,0.4812,0.8442
CoCA_avocado,COEGNET,0.1026,0.4265,0.4221,0.7921,0.7560,0.6055,0.2846,0.6922
CoCA_avocado,GICD,0.1255,0.5649,0.5524,0.7370,0.7190,0.6916,0.5024,0.8511
CoCA_avocado,GCoNet,0.0983,0.6207,0.6025,0.7845,0.7648,0.7230,0.5462,0.8658
CoCA_avocado,LDF,0.1754,0.5133,0.4838,0.7054,0.6416,0.6402,0.4869,0.8604
CoCA_avocado,U2Net,0.1866,0.4953,0.4763,0.6710,0.6301,0.6335,0.4771,0.8888
CoCA_clover,CoU2Net,0.1134,0.5376,0.5069,0.7197,0.7055,0.6604,0.4432,0.8551
CoCA_clover,CoLDF,0.1140,0.4417,0.4304,0.6826,0.6467,0.6267,0.3589,0.8093
CoCA_clover,COEGNET,0.0744,0.5940,0.4787,0.7750,0.6711,0.6562,0.4579,0.8148
CoCA_clover,GICD,0.0944,0.4981,0.4862,0.6953,0.6931,0.6542,0.3442,0.7509
CoCA_clover,GCoNet,0.1363,0.3547,0.3488,0.5668,0.5634,0.5532,0.3580,0.7394
CoCA_clover,LDF,0.1255,0.4794,0.4423,0.6629,0.6530,0.6394,0.3955,0.8220
CoCA_clover,U2Net,0.1255,0.5430,0.5140,0.7141,0.6972,0.6821,0.4665,0.8730
CoCA_candle,CoU2Net,0.0687,0.3653,0.3261,0.7411,0.6943,0.5991,0.2563,0.8205
CoCA_candle,CoLDF,0.0559,0.4797,0.4407,0.7993,0.7808,0.6636,0.3353,0.8111
CoCA_candle,COEGNET,0.1107,0.3481,0.3313,0.6966,0.6431,0.5877,0.2150,0.6945
CoCA_candle,GICD,0.0762,0.4671,0.4448,0.7384,0.7026,0.6957,0.3638,0.8442
CoCA_candle,GCoNet,0.0477,0.5470,0.4953,0.8358,0.7744,0.7259,0.4492,0.8981
CoCA_candle,LDF,0.1791,0.4153,0.2694,0.6848,0.5410,0.5836,0.3082,0.8089
CoCA_candle,U2Net,0.2653,0.2181,0.2075,0.4907,0.4601,0.5198,0.1880,0.7749
CoCA_typewriter,CoU2Net,0.1436,0.7699,0.6813,0.7919,0.7139,0.6777,0.6634,0.8186
CoCA_typewriter,CoLDF,0.1414,0.7320,0.7057,0.7686,0.7358,0.6890,0.6492,0.8057
CoCA_typewriter,COEGNET,0.1760,0.7014,0.5240,0.7059,0.5752,0.6013,0.5946,0.7610
CoCA_typewriter,GICD,0.0899,0.8036,0.7985,0.8667,0.8638,0.8002,0.7517,0.8933
CoCA_typewriter,GCoNet,0.1107,0.7679,0.7632,0.8237,0.8209,0.7611,0.7136,0.8636
CoCA_typewriter,LDF,0.1638,0.6491,0.6339,0.7674,0.7469,0.6968,0.6966,0.8757
CoCA_typewriter,U2Net,0.1627,0.6494,0.6251,0.7535,0.7293,0.7020,0.6458,0.9164
CoCA_glove,CoU2Net,0.2048,0.4934,0.4790,0.6624,0.6477,0.5901,0.4193,0.8259
CoCA_glove,CoLDF,0.2115,0.4422,0.4367,0.6368,0.6339,0.5694,0.3682,0.7678
CoCA_glove,COEGNET,0.1032,0.6446,0.6222,0.7810,0.7365,0.6881,0.5242,0.7729
CoCA_glove,GICD,0.2019,0.4383,0.4326,0.6180,0.6147,0.5719,0.3718,0.7394
CoCA_glove,GCoNet,0.1511,0.5475,0.5265,0.7366,0.7272,0.6351,0.4347,0.7863
CoCA_glove,LDF,0.2944,0.3711,0.3613,0.5461,0.5429,0.5013,0.3109,0.7036
CoCA_glove,U2Net,0.2606,0.4798,0.4645,0.6075,0.5906,0.5683,0.4339,0.8398
CoCA_pillow,CoU2Net,0.1636,0.4337,0.4184,0.6548,0.6372,0.5950,0.4071,0.8490
CoCA_pillow,CoLDF,0.1777,0.3915,0.3826,0.6366,0.6023,0.5527,0.3643,0.7989
CoCA_pillow,COEGNET,0.1276,0.4602,0.4039,0.6723,0.6176,0.5959,0.3899,0.8305
CoCA_pillow,GICD,0.1547,0.3657,0.3617,0.6213,0.6109,0.5705,0.2930,0.7292
CoCA_pillow,GCoNet,0.1432,0.4509,0.4342,0.6436,0.6164,0.6092,0.3937,0.8177
CoCA_pillow,LDF,0.1679,0.4518,0.4274,0.6544,0.6006,0.5924,0.4250,0.8574
CoCA_pillow,U2Net,0.1430,0.4913,0.4729,0.6709,0.6476,0.6427,0.4718,0.9250
CoCA_whisk,CoU2Net,0.1840,0.2415,0.2270,0.6295,0.5793,0.5016,0.1678,0.6843
CoCA_whisk,CoLDF,0.1503,0.3093,0.2978,0.6265,0.6178,0.5548,0.2175,0.6825
CoCA_whisk,COEGNET,0.1089,0.2832,0.2771,0.7050,0.6947,0.5370,0.1571,0.6287
CoCA_whisk,GICD,0.2238,0.2887,0.2829,0.5475,0.5398,0.5179,0.2171,0.6906
CoCA_whisk,GCoNet,0.1716,0.2688,0.2659,0.6398,0.6032,0.5298,0.1631,0.6616
CoCA_whisk,LDF,0.1962,0.3573,0.3322,0.6079,0.5716,0.5639,0.2818,0.7371
CoCA_whisk,U2Net,0.2980,0.2427,0.2178,0.5616,0.4626,0.4737,0.1853,0.7350
CoCA_camel,CoU2Net,0.0593,0.7975,0.7674,0.9188,0.9025,0.8181,0.7887,0.9431
CoCA_camel,CoLDF,0.0541,0.8093,0.7851,0.9296,0.9156,0.8284,0.7865,0.9325
CoCA_camel,COEGNET,0.0754,0.7921,0.7205,0.8181,0.7348,0.7108,0.6174,0.7841
CoCA_camel,GICD,0.0569,0.8017,0.7852,0.9226,0.9100,0.8323,0.7503,0.9247
CoCA_camel,GCoNet,0.0584,0.7982,0.7698,0.9368,0.9097,0.8236,0.7581,0.9365
CoCA_camel,LDF,0.0735,0.7538,0.7295,0.9067,0.8745,0.8025,0.7444,0.9412
CoCA_camel,U2Net,0.0934,0.7489,0.6968,0.9040,0.8397,0.7834,0.7479,0.9564
CoCA_waffles,CoU2Net,0.1187,0.6628,0.6510,0.8342,0.8160,0.7272,0.5763,0.8553
CoCA_waffles,CoLDF,0.1316,0.6390,0.6166,0.7984,0.7682,0.7146,0.5913,0.8364
CoCA_waffles,COEGNET,0.1545,0.5432,0.5010,0.7272,0.7080,0.6289,0.4569,0.7588
CoCA_waffles,GICD,0.2252,0.5031,0.4968,0.6849,0.6720,0.6059,0.4092,0.7040
CoCA_waffles,GCoNet,0.1290,0.6660,0.6460,0.8280,0.8047,0.7212,0.5784,0.8293
CoCA_waffles,LDF,0.2257,0.5424,0.4822,0.7269,0.6457,0.6101,0.4737,0.7760
CoCA_waffles,U2Net,0.2037,0.5523,0.5219,0.7056,0.6786,0.6404,0.4906,0.8509
CoCA_boots,CoU2Net,0.1237,0.5284,0.5221,0.7371,0.7230,0.6506,0.4471,0.8247
CoCA_boots,CoLDF,0.1189,0.5541,0.5459,0.7594,0.7386,0.6605,0.4749,0.8189
CoCA_boots,COEGNET,0.1382,0.4509,0.4363,0.7262,0.7008,0.6000,0.3361,0.7064
CoCA_boots,GICD,0.0989,0.6012,0.5976,0.7474,0.7444,0.6936,0.4956,0.8065
CoCA_boots,GCoNet,0.0989,0.5666,0.5588,0.7733,0.7556,0.6772,0.4761,0.8371
CoCA_boots,LDF,0.1585,0.5300,0.4935,0.7174,0.6545,0.6594,0.5014,0.8727
CoCA_boots,U2Net,0.1623,0.4890,0.4831,0.6668,0.6403,0.6566,0.4581,0.8893
CoCA_butterfly,CoU2Net,0.0678,0.7491,0.7076,0.8881,0.8458,0.8111,0.7134,0.9405
CoCA_butterfly,CoLDF,0.0375,0.8395,0.8198,0.9156,0.9046,0.8763,0.8431,0.9701
CoCA_butterfly,COEGNET,0.0644,0.7223,0.7075,0.8981,0.8828,0.7748,0.6010,0.8342
CoCA_butterfly,GICD,0.0340,0.8799,0.8723,0.9224,0.9187,0.8923,0.8356,0.9358
CoCA_butterfly,GCoNet,0.0283,0.9105,0.9020,0.9525,0.9471,0.8976,0.8622,0.9380
CoCA_butterfly,LDF,0.0615,0.7936,0.7757,0.8633,0.8554,0.8598,0.8023,0.9535
CoCA_butterfly,U2Net,0.1212,0.6649,0.6121,0.7939,0.7370,0.7659,0.6357,0.9179
CoCA_key,CoU2Net,0.1195,0.3674,0.3470,0.6531,0.6263,0.6214,0.3052,0.8062
CoCA_key,CoLDF,0.1095,0.4320,0.4138,0.7449,0.6885,0.6644,0.3334,0.8076
CoCA_key,COEGNET,0.0890,0.4688,0.4513,0.6986,0.6686,0.6191,0.3259,0.6994
CoCA_key,GICD,0.0898,0.5274,0.5117,0.7681,0.7290,0.7154,0.4648,0.8813
CoCA_key,GCoNet,0.0593,0.6236,0.5954,0.8354,0.8036,0.7258,0.5557,0.8941
CoCA_key,LDF,0.1707,0.3506,0.3370,0.5852,0.5439,0.6370,0.3112,0.8250
CoCA_key,U2Net,0.1967,0.2750,0.2657,0.5783,0.4898,0.5834,0.2372,0.8203
